a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601
time_s,source_pressure_pa,receiver_pressure_pa,receiver_envelope_pa
2.454545454545455e-06,0.01884693264598012,0.024824302052728783,0.030640421343757895
2.462727272727273e-06,0.01641686334204229,0.023859481433924856,0.03199461712515307
2.4709090909090913e-06,0.01355735995387713,0.022491640420830163,0.03339959349706504
2.4790909090909096e-06,0.010270292151096183,0.02070403667134879,0.03485692709448131
2.487272727272728e-06,0.006563632544099607,0.018484370102899755,0.036367974715210784
2.4954545454545457e-06,0.002451841918465629,0.015825332317593782,0.03793437597414114
2.503636363636364e-06,-0.0020438100895599247,0.012725127306850225,0.03955751124630725
2.511818181818182e-06,-0.006894998796698563,0.009187953209812371,0.04123907421889382
2.5200000000000004e-06,-0.012066182284574345,0.005224434698967474,0.042980471875122266
2.5281818181818187e-06,-0.017514532176495363,0.0008519955167838409,0.044783442011664044
2.536363636363637e-06,-0.023189965577279443,-0.0039048391986661983,0.04664942110280313
2.5445454545454548e-06,-0.02903528542885672,-0.009014220872655791,0.048580180293523054
2.552727272727273e-06,-0.034986435403471926,-0.014436845339672929,0.05057718798406751
2.5609090909090913e-06,-0.04097287414484038,-0.020125919518630984,0.052642237376136845
2.5690909090909096e-06,-0.04691807218385064,-0.02602723500794801,0.05477683048642062
2.577272727272728e-06,-0.05274013321106205,-0.03207935564688849,0.056982771018834165
2.5854545454545456e-06,-0.058352539598571826,-0.03821392485611582,0.05926159527165774
2.593636363636364e-06,-0.06366502014755625,-0.04435609715395924,0.061615105889381364
2.601818181818182e-06,-0.06858453601706048,-0.05042509665528192,0.06404487283758119
2.6100000000000004e-06,-0.07301637868988065,-0.056334903610468105,0.06655268636600002
2.6181818181818187e-06,-0.07686537168111061,-0.061995068149959254,0.0691401479967703
2.626363636363637e-06,-0.08003716552542633,-0.06731164838557063,0.07180902467770149
2.6345454545454548e-06,-0.08243961342416509,-0.0721882679075895,0.07456094570914899
2.642727272727273e-06,-0.08398421282849265,-0.07652728553377437,0.07739764442033485
2.6509090909090913e-06,-0.08458759621775258,-0.08023106794328148,0.08032077232546625
2.6590909090909095e-06,-0.0841730524408267,-0.08320335359842355,0.083332019526101
2.667272727272728e-06,-0.082672058261778,-0.08535069415556379,0.08643305233889341
2.675454545454546e-06,-0.08002579822783241,-0.08658395743082742,0.08962550880418042
2.683636363636364e-06,-0.07618664969564022,-0.08681987395554196,0.0929110607815929
2.691818181818182e-06,-0.07111960884696737,-0.08598260727010679,0.0962912862095671
2.7000000000000004e-06,-0.06480363283147422,-0.0840053264032749,0.09976785144223589
2.7081818181818187e-06,-0.057232872823046545,-0.08083175750609686,0.10334226703587897
2.716363636363637e-06,-0.04841777279457964,-0.07641769039437767,0.10701618111858578
2.7245454545454548e-06,-0.038386009227138654,-0.07073241483691806,0.11079103026542403
2.732727272727273e-06,-0.027183247790969377,-0.0637600608429396,0.11466843015626405
2.7409090909090913e-06,-0.014873694280224994,-0.055500816981487455,0.11864973734630037
2.7490909090909095e-06,-0.001540418756622356,-0.04597200093476817,0.12273651956097932
2.7572727272727278e-06,0.012714566040936952,-0.03520895706806551,0.1269300477019735
2.765454545454546e-06,0.02777048844105328,-0.023265756807422825,0.1312318250067392
2.773636363636364e-06,0.04348827723036594,-0.010215679063006865,0.13564303131336608
2.781818181818182e-06,0.05971130686916307,0.003848550175258248,0.14016508809672282
2.7900000000000004e-06,0.07626643504524538,0.01881477761581523,0.14479907874713233
2.7981818181818187e-06,0.09296533509704746,0.0345517176078986,0.14954632526694783
2.806363636363637e-06,0.10960612158329965,0.050909534873443366,0.1544078090369191
2.814545454545455e-06,0.1259752628031283,0.06772072410442143,0.15938473475585438
2.822727272727273e-06,0.14184976943555605,0.08480129160220608,0.164477975856961
2.8309090909090913e-06,0.15699964373501787,0.10195223992755,0.1696886020952341
2.8390909090909095e-06,0.1711905689589733,0.11896135206190923,0.17501737245924776
2.8472727272727278e-06,0.1841868139885041,0.1356052669089869,0.18046520460973053
2.855454545454546e-06,0.19575432350964528,0.15165183315179603,0.18603273587707495
2.863636363636364e-06,0.20566395973112808,0.16686272359332233,0.19172071544371172
2.871818181818182e-06,0.21369485750306172,0.1809962872210368,0.1975296509290985
2.8800000000000004e-06,0.21963785095049315,0.1938106114241142,0.2034601076654243
2.8881818181818186e-06,0.2232989264237242,0.20506676213724714,0.20951245458865553
2.896363636363637e-06,0.2245026537686533,0.21453216526817334,0.21568705902868338
2.904545454545455e-06,0.22309554570580792,0.22198408866972086,0.22198414131307434
2.912727272727273e-06,0.2189492935408411,0.22721318022276182,0.2284038580020568
2.9209090909090912e-06,0.21196382656962198,0.2300270143831572,0.23494626995694834
2.9290909090909095e-06,0.20207014243674787,0.23025359688912692,0.24161131170420452
2.9372727272727278e-06,0.18923285639664647,0.22774477529594342,0.24839887292124457
2.945454545454546e-06,0.1734524189399847,0.22237950166635406,0.25530865641103084
2.9536363636363643e-06,0.15476695360152,0.21406689315370533,0.26234036821612344
2.961818181818182e-06,0.13325366996281754,0.2027490364171638,0.26949347132526363
2.9700000000000004e-06,0.10902981089512914,0.1884034828410443,0.27676747513918865
2.9781818181818186e-06,0.08225309793104234,0.1710453834178477,0.2841615963215794
2.986363636363637e-06,0.053121644270993196,0.1507292149094259,0.2916751342918594
2.994545454545455e-06,0.02187331127125618,0.12755005252165638,0.2993070543994728
3.002727272727273e-06,-0.011215508741840938,0.10164434880009932,0.3070564326736434
3.0109090909090912e-06,-0.045831692909445755,0.07319018374796638,0.3149219795909126
3.0190909090909095e-06,-0.08162777304251516,0.04240695723947027,0.32290253460674195
3.0272727272727277e-06,-0.118224898652733,0.00955450159290138,0.33099655107998843
3.035454545454546e-06,-0.1552163621559139,-0.02506840039390793,0.3392026192510082
3.0436363636363643e-06,-0.19217166172459912,-0.06112609864383113,0.3475189342962734
3.051818181818182e-06,-0.22864106838262394,-0.09824875847324348,0.35594382547064496
3.0600000000000003e-06,-0.2641606551704634,-0.13603563216154632,0.36447522974145624
3.0681818181818186e-06,-0.29825773770628916,-0.17405889979860525,0.3731112048084133
3.076363636363637e-06,-0.33045666736616863,-0.21186805064789216,0.3818494302994361
3.084545454545455e-06,-0.3602849107488258,-0.2489947671563955,0.3906876833100939
3.0927272727272734e-06,-0.3872793422146107,-0.2849582648145752,0.39962338776295114
3.1009090909090912e-06,-0.41099267022790315,-0.319271032466134,0.40865403292066155
3.1090909090909095e-06,-0.43099991311264435,-0.35144490953433805,0.41777678928395706
3.1172727272727277e-06,-0.44690483576761586,-0.3809974291136942,0.4269888531432914
3.125454545454546e-06,-0.45834625598476597,-0.40745834911368506,0.4362871444199595
3.1336363636363642e-06,-0.4650041273590386,-0.4303762877692819,0.44566856361283735
3.141818181818182e-06,-0.46660530544438705,-0.44932537497656816,0.4551297834043482
3.1500000000000003e-06,-0.46292890485209726,-0.4639118271852626,0.4646674081865726
3.1581818181818186e-06,-0.45381115743877865,-0.47378035108397665,0.47427786721496923
3.166363636363637e-06,-0.4391496856059529,-0.47862028013375385,0.48395747109628234
3.174545454545455e-06,-0.41890711002263215,-0.47817134820827406,0.4937024099515625
3.1827272727272734e-06,-0.39311391775565463,-0.4722290062331599,0.5035087056375068
3.190909090909091e-06,-0.36187052479595144,-0.46064919080932976,0.5133723139598269
3.1990909090909095e-06,-0.32534847622569957,-0.44335245836152654,0.5232889757944051
3.2072727272727277e-06,-0.2837907376826144,-0.42032740435531935,0.5332544180580742
3.215454545454546e-06,-0.23751104322294572,-0.3916332945329513,0.5432641111124741
3.2236363636363642e-06,-0.18689227702374253,-0.3574018438657477,0.5533135591319501
3.2318181818181825e-06,-0.13238387943832364,-0.31783808892049115,0.5633979750368138
3.2400000000000003e-06,-0.07449828155114921,-0.2732203104786409,0.5735126472644686
3.2481818181818186e-06,-0.013806386379373488,-0.22389897539836626,0.5836525468319568
3.256363636363637e-06,0.049067870963124496,-0.17029467971775417,0.5938127544638445
3.264545454545455e-06,0.11345383769801896,-0.11289508869257439,0.6039880170914637
3.2727272727272733e-06,0.17864127210314382,-0.052250883656809834,0.614173216941052
3.2809090909090916e-06,0.2438882128238063,0.011029259911695975,0.6243628967323298
3.2890909090909094e-06,0.3084295023815002,0.07628462415596832,0.6345517507738517
3.2972727272727277e-06,0.3714858666974049,0.14280927701939244,0.6447341392523231
3.305454545454546e-06,0.4322734417690864,0.20985970932777978,0.6549045806759629
3.3136363636363642e-06,0.4900136292628681,0.27666319974426,0.6650572759093271
3.3218181818181825e-06,0.5439431548881655,0.34242681385055374,0.6751865814704815
3.3300000000000003e-06,0.5933241971629756,0.4063469319079519,0.685286563361702
3.3381818181818186e-06,0.6374544496988449,0.4676191893732726,0.6953514317466492
3.346363636363637e-06,0.6756769775422656,0.5254487051814074,0.705375143189055
3.354545454545455e-06,0.707389727494455,0.5790604653320984,0.7153517790605429
3.3627272727272733e-06,0.7320545537505702,0.6277097235894161,0.7252752125956432
3.3709090909090916e-06,0.7492056236807019,0.670692277249945,0.7351394159249576
3.3790909090909094e-06,0.7584570741146512,0.7073544740659448,0.7449382054852509
3.3872727272727277e-06,0.7595097960549231,0.7371028066005064,0.7546654657227061
3.395454545454546e-06,0.7521572352595657,0.7594129525905375,0.7643149829879123
3.403636363636364e-06,0.736290107508708,0.7738381243162086,0.7738805775722236
3.4118181818181825e-06,0.7118999404650334,0.7800165965054939,0.7833560324170042
3.4200000000000007e-06,0.679081368698733,0.7776782908897522,0.7927351290765553
3.4281818181818185e-06,0.638033124483754,0.7666503060879012,0.8020116735416338
3.436363636363637e-06,0.589057684171318,0.7468612939171485,0.8111794357975393
3.444545454545455e-06,0.5325595480734644,0.7183445973605701,0.8202322709743984
3.4527272727272733e-06,0.46904215058935544,0.6812400810895523,0.829163966216935
3.4609090909090916e-06,0.39910341651096504,0.6357946024381994,0.8379684513997475
3.4690909090909094e-06,0.32342999877159107,0.5823610888285081,0.8466395608769213
3.4772727272727277e-06,0.24279025206278987,0.521396206599022,0.8551713243045838
3.485454545454546e-06,0.15802601545265618,0.4534566257274363,0.8635576543345894
3.493636363636364e-06,0.0700432951024573,0.37919390477671755,0.871792704820841
3.5018181818181824e-06,-0.020198044881574628,0.29934804024242667,0.8798704985189798
3.5100000000000007e-06,-0.11169545977958108,0.21473974403839532,0.8877853372497732
3.5181818181818185e-06,-0.20341563199497878,0.12626153183031216,0.8955313860454279
3.526363636363637e-06,-0.2943069591071337,0.034867723017770816,0.9031031178104427
3.534545454545455e-06,-0.3833124618315509,-0.058436529910665225,0.9104948720212035
3.5427272727272733e-06,-0.4693829433376672,-0.15260704943992576,0.9177013151406918
3.5509090909090916e-06,-0.5514902255604907,-0.24657313150729077,0.924716992868476
3.55909090909091e-06,-0.6286402847746038,-0.3392505755298552,0.9315367870772108
3.5672727272727277e-06,-0.699886107858714,-0.42955507737667376,0.9381554806951258
3.575454545454546e-06,-0.7643400924098251,-0.5164158092515451,0.9445681922522929
3.583636363636364e-06,-0.8211858181727552,-0.5987890054706634,0.9507699717612615
3.5918181818181824e-06,-0.8696890240985133,-0.6756713706925194,0.9567561950686517
3.6000000000000007e-06,-0.90920763465913,-0.7461131273539605,0.9625222076191775
3.6081818181818185e-06,-0.939200690714287,-0.809230521915164,0.9680636626495623
3.6163636363636368e-06,-0.9592360540958567,-0.8642176150058783,0.9733762275459683
3.624545454545455e-06,-0.9689967709645712,-0.9103571886433227,0.9784558524087447
3.6327272727272733e-06,-0.9682859966802841,-0.9470306142658707,0.9832985509407729
3.6409090909090915e-06,-0.957030404165535,-0.9737265382640305,0.9879005889429161
3.64909090909091e-06,-0.9352820182578522,-0.9900482568215556,0.9922583484225734
3.6572727272727276e-06,-0.9032184400438458,-0.9957196689997446,0.9963684290191257
3.665454545454546e-06,-0.8611414473349784,-0.9905897158697192,1.0002276004384434
3.673636363636364e-06,-0.8094739799559418,-0.974635233854325,1.0038328135075496
3.6818181818181824e-06,-0.7487555410392089,-0.9479621719920018,1.0071812422751294
3.6900000000000007e-06,-0.6796360677192178,-0.9108051452676725,1.010270205197933
3.698181818181819e-06,-0.6028683461650838,-0.8635253191428109,1.0130972944588137
3.7063636363636368e-06,-0.519299066458784,-0.8066066436200929,1.015660211534023
3.714545454545455e-06,-0.42985863210671477,-0.7406504782537358,1.017956977627842
3.7227272727272733e-06,-0.33554985667539583,-0.6663686721210651,1.0199856914036962
3.7309090909090915e-06,-0.23743569589848257,-0.5845751845657328,1.0217448110698117
3.73909090909091e-06,-0.13662617737200855,-0.4961763531807943,1.023232845232159
3.7472727272727276e-06,-0.03426470142803764,-0.40215993470902967,1.0244486942271596
3.755454545454546e-06,0.06848610422080012,-0.30358306200787033,1.0253912877412705
3.763636363636364e-06,0.17045878707928097,-0.2015592756921724,1.026059970593851
3.7718181818181824e-06,0.27049553703549634,-0.09724480229478928,1.0264541028587504
3.7800000000000007e-06,0.36746252449397127,0.00817573842891993,1.0265734735484746
3.788181818181819e-06,0.4602639177257387,0.11350400624531874,1.0264178803853872
3.7963636363636367e-06,0.5478553922835049,0.21754279697681034,1.0259875537950873
3.804545454545455e-06,0.6292569526063678,0.3191108839294204,1.0252827341558353
3.8127272727272733e-06,0.7035648957815944,0.4170576455321202,1.0243040882120995
3.8209090909090915e-06,0.7699627596910729,0.5102772835718667,1.023052301558635
3.82909090909091e-06,0.8277311122600328,0.5977224422772199,1.0215284700404244
3.837272727272728e-06,0.8762560550258548,0.678417047086073,1.0197337244122913
3.845454545454546e-06,0.9150363325046235,0.7514681930985533,1.0176695804734575
3.8536363636363645e-06,0.943688958576448,0.8160769267943508,1.0153376113255002
3.861818181818183e-06,0.9619532920395882,0.8715477803779712,1.012739741842752
3.87e-06,0.9696935152834432,0.9172969358658934,1.0098779818006398
3.8781818181818185e-06,0.9668994923749961,0.9528589154772841,1.0067546527238393
3.886363636363637e-06,0.9536860054092888,0.9778917157407501,1.003372192469245
3.894545454545455e-06,0.9302903904074823,0.9921803246693517,0.999733305414977
3.902727272727273e-06,0.8970686160254192,0.9956385840552255,0.9958408459748224
3.9109090909090915e-06,0.8544898695399208,0.9883093820542171,0.9916978863665561
3.91909090909091e-06,0.8031297347017944,0.9703631844257963,0.9873076831415266
3.927272727272728e-06,0.7436620647950025,0.9420949357209741,0.9826736602601699
3.935454545454546e-06,0.6768496713551168,0.9039193840339088,0.9777994591861512
3.9436363636363645e-06,0.603533964238566,0.8563649043257981,0.9726888385525514
3.951818181818183e-06,0.5246236918895397,0.8000659154834238,0.9673458048439578
3.96e-06,0.4410829415495124,0.7357540049014444,0.9617744334092585
3.9681818181818185e-06,0.3539185676569829,0.6642478912149419,0.9559790733850377
3.976363636363637e-06,0.264167222692232,0.5864423706239779,0.9499640980555858
3.984545454545455e-06,0.17288216817160285,0.5032964048450729,0.9437341745967872
3.992727272727273e-06,0.08112004436747486,0.4158205189313584,0.9372939546669383
4.0009090909090915e-06,-0.01007222435965182,0.3250636848973809,0.9306483968983368
4.00909090909091e-06,-0.09967021592448726,0.23209987217942185,0.9238024110062196
4.017272727272728e-06,-0.18668432248776498,0.13801444841148897,0.9167612188330823
4.025454545454546e-06,-0.27017143083237666,0.043890613795367184,0.9095299670909346
4.0336363636363645e-06,-0.34924582494740647,-0.04920395047476728,0.9021141112554968
4.041818181818183e-06,-0.42308917755405223,-0.14023004463234628,0.8945190132373092
4.05e-06,-0.4909595119467623,-0.22818935629163206,0.8867503315874024
4.0581818181818184e-06,-0.5521990316286354,-0.3121361526944109,0.8788136208816181
4.066363636363637e-06,-0.606240732531842,-0.3911881141839974,0.8707147115655874
4.074545454545455e-06,-0.6526137308576693,-0.4645361779062147,0.8624593276192543
4.082727272727273e-06,-0.6909472584616395,-0.53145327645961,0.8540534399368269
4.0909090909090915e-06,-0.7209732969585886,-0.5913018733393605,0.8455029179299064
4.09909090909091e-06,-0.7425278410400917,-0.6435402152666215,0.836813841577879
4.107272727272728e-06,-0.7555508005965985,-0.6877272405801995,0.8279922010720123
4.115454545454546e-06,-0.7600845698415053,-0.7235261024950348,0.8190441545260675
4.1236363636363645e-06,-0.7562713094793512,-0.7507062859034056,0.8099757876307688
4.131818181818183e-06,-0.7443490047969672,-0.7691443162127294,0.8007933064005124
4.140000000000001e-06,-0.7246463781565116,-0.7788230781871384,0.7915028661917981
4.1481818181818184e-06,-0.6975767485278878,-0.779829781607909,0.7821106916754318
4.156363636363637e-06,-0.6636309432360807,-0.7723526285243062,0.7726229815873404
4.164545454545455e-06,-0.6233693778659072,-0.7566762536840315,0.7630459512351846
4.172727272727273e-06,-0.5774134291417179,-0.7331760251859161,0.753385816123493
4.1809090909090915e-06,-0.5264362324938175,-0.7023113062866546,0.7436487555959351
4.18909090909091e-06,-0.4711530408792267,-0.6646177914459517,0.7338409751460211
4.197272727272728e-06,-0.41231128421713553,-0.6206990399681371,0.7239685931219931
4.205454545454546e-06,-0.35068046953589593,-0.5712173388823693,0.7140377782397788
4.2136363636363645e-06,-0.28704206064665716,-0.5168840329198917,0.704054564496847
4.221818181818183e-06,-0.22217947292659798,-0.45844946355050786,0.6940250572833319
4.230000000000001e-06,-0.15686831370791313,-0.3966926610196589,0.683955184630155
4.238181818181818e-06,-0.091866991948855,-0.3324109332029911,0.6738509624966176
4.246363636363637e-06,-0.02790781245508909,-0.266409492919303,0.6637181930936175
4.254545454545455e-06,0.03431133991110597,-0.19949126119744687,0.6535627775270904
