a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601
time_s,source_pressure_pa,receiver_pressure_pa,receiver_envelope_pa
2.431636363636364e-05,0.0,-6.51845347592e-06,7.425777520352771e-06
2.432454545454546e-05,0.0,-5.601458601091224e-06,7.110544013353762e-06
2.4332727272727278e-05,0.0,-4.610594409531801e-06,6.8401121937086765e-06
2.4340909090909096e-05,0.0,-3.567030661282486e-06,6.609932785067482e-06
2.4349090909090914e-05,0.0,-2.4916461341511393e-06,6.42493774724157e-06
2.4357272727272732e-05,0.0,-1.4047649301847344e-06,6.278193717624503e-06
2.436545454545455e-05,0.0,-3.2591382330147637e-07,6.1745254373876385e-06
2.437363636363637e-05,0.0,7.263978676573036e-07,6.105115980635535e-06
2.4381818181818187e-05,0.0,1.7348747383617887e-06,6.073963655390748e-06
2.4390000000000002e-05,0.0,2.6836072741182614e-06,6.071384756429753e-06
2.439818181818182e-05,0.0,3.558218829061768e-06,6.100196363873603e-06
2.440636363636364e-05,0.0,4.3459873807578005e-06,6.151119232797615e-06
2.4414545454545457e-05,0.0,5.035942092085484e-06,6.225703355329158e-06
2.4422727272727275e-05,0.0,5.6189349514526975e-06,6.3161879282002056e-06
2.4430909090909093e-05,0.0,6.087687981225525e-06,6.42285262051168e-06
2.443909090909091e-05,0.0,6.436816702760446e-06,6.540150497631228e-06
2.444727272727273e-05,0.0,6.662830723988365e-06,6.667080657352381e-06
2.4455454545454548e-05,0.0,6.764112472079773e-06,6.800568938026575e-06
2.4463636363636366e-05,0.0,6.740875230738086e-06,6.938331858603996e-06
2.4471818181818185e-05,0.0,6.595101761622049e-06,7.079705771810528e-06
2.4480000000000003e-05,0.0,6.330464894548208e-06,7.221173428784425e-06
2.448818181818182e-05,0.0,5.952231562434653e-06,7.3642266333262425e-06
2.449636363636364e-05,0.0,5.467151834245515e-06,7.504236920377601e-06
2.4504545454545458e-05,-0.0,4.883334562356406e-06,7.644496052480662e-06
2.4512727272727276e-05,-0.0,4.210111310743624e-06,7.779459247386752e-06
2.4520909090909094e-05,-0.0,3.4578902691308887e-06,7.913817824728024e-06
2.4529090909090912e-05,-0.0,2.638001887427685e-06,8.041362662722506e-06
2.453727272727273e-05,-0.0,1.7625379848709271e-06,8.167770784965085e-06
2.454545454545455e-05,-0.0,8.441860983433267e-07,8.286457910986786e-06
2.4553636363636367e-05,-0.0,-1.039391666913203e-07,8.403678040702929e-06
2.4561818181818185e-05,-0.0,-1.068466031437467e-06,8.51277849062933e-06
2.4570000000000004e-05,-0.0,-2.0359349565080195e-06,8.62019908133833e-06
2.4578181818181822e-05,-0.0,-2.9929658752503744e-06,8.719525447436964e-06
2.458636363636364e-05,-0.0,-3.926421591941077e-06,8.817019342699623e-06
2.459454545454546e-05,-0.0,-4.823565741037783e-06,8.906796133006035e-06
2.4602727272727277e-05,-0.0,-5.672213767780957e-06,8.994611305807007e-06
2.4610909090909095e-05,-0.0,-6.460875467161521e-06,9.075373000690004e-06
2.4619090909090913e-05,-0.0,-7.1788877067374625e-06,9.1540455732471e-06
2.462727272727273e-05,-0.0,-7.816536057760097e-06,9.226553609331918e-06
2.463545454545455e-05,-0.0,-8.365164168166402e-06,9.296835680938436e-06
2.4643636363636368e-05,-0.0,-8.817269830915255e-06,9.362008118083633e-06
2.4651818181818186e-05,-0.0,-9.166586832742742e-06,9.424805142587944e-06
2.4660000000000004e-05,-0.0,-9.408151811398419e-06,9.483654810202872e-06
2.4668181818181823e-05,-0.0,-9.538355501997636e-06,9.539969057473512e-06
2.467636363636364e-05,-0.0,-9.554977912857392e-06,9.593547641261044e-06
2.468454545454546e-05,-0.0,-9.457207136337645e-06,9.644425772034494e-06
2.4692727272727277e-05,-0.0,-9.245641670218696e-06,9.693772648224123e-06
2.4700909090909096e-05,-0.0,-8.922276299787012e-06,9.74025662491818e-06
2.4709090909090914e-05,-0.0,-8.490471768866748e-06,9.786352255188339e-06
2.4717272727272732e-05,-0.0,-7.954908646767361e-06,9.829433696531388e-06
2.472545454545455e-05,-0.0,-7.321525974006031e-06,9.87315811615026e-06
2.473363636363637e-05,-0.0,-6.597445439851178e-06,9.913736896367175e-06
2.4741818181818187e-05,-0.0,-5.7908820077507325e-06,9.955834356860529e-06
2.4750000000000005e-05,0.0,-4.91104205984826e-06,9.994682726247958e-06
2.4758181818181824e-05,0.0,-3.968010277751239e-06,1.0035733782655946e-05
2.476636363636364e-05,0.0,-2.972626610843723e-06,1.0073467445774271e-05
2.4774545454545457e-05,0.0,-1.936354802311535e-06,1.0113869686702546e-05
2.4782727272727275e-05,0.0,-8.711440439100495e-07,1.015092715617356e-05
2.4790909090909093e-05,0.0,2.107145878183355e-07,1.0190885481557556e-05
2.479909090909091e-05,0.0,1.2967351986594727e-06,1.0227516730821005e-05
2.480727272727273e-05,0.0,2.3743858887269395e-06,1.0267043618442334e-05
2.4815454545454548e-05,0.0,3.4312375281406693e-06,1.030330855183655e-05
2.4823636363636366e-05,0.0,4.455110714830768e-06,1.0342234120884748e-05
2.4831818181818184e-05,0.0,5.434219156319625e-06,1.0378010714814042e-05
2.4840000000000003e-05,0.0,6.357307764212305e-06,1.0416001730403449e-05
2.484818181818182e-05,0.0,7.213783818762239e-06,1.0451003072757439e-05
2.485636363636364e-05,0.0,7.993839649401212e-06,1.048758950966127e-05
2.4864545454545458e-05,0.0,8.688565384583693e-06,1.0521388446166654e-05
2.4872727272727276e-05,0.0,9.290050450572818e-06,1.0555995824015022e-05
2.4880909090909094e-05,0.0,9.791472643401188e-06,1.0588055487777156e-05
2.4889090909090912e-05,0.0,1.0187173759214781e-05,1.0620040923924075e-05
2.489727272727273e-05,0.0,1.0472720942180457e-05,1.0649749185122642e-05
2.490545454545455e-05,0.0,1.0644953092512371e-05,1.067843909286032e-05
2.4913636363636367e-05,0.0,1.0702011867341633e-05,1.0705144965126595e-05
2.4921818181818185e-05,0.0,1.0643357002594089e-05,1.0729872490216097e-05
2.4930000000000004e-05,0.0,1.046976588325115e-05,1.0752922652981397e-05
2.4938181818181822e-05,0.0,1.0183317489701271e-05,1.0773063165945383e-05
2.494636363636364e-05,0.0,9.787361045450355e-06,1.0791836956920643e-05
2.495454545454546e-05,0.0,9.286469882204749e-06,1.0806840223753308e-05
2.4962727272727277e-05,0.0,8.686381219369089e-06,1.0820781772771368e-05
2.4970909090909095e-05,0.0,7.993922724837e-06,1.0830199809237433e-05
2.4979090909090913e-05,0.0,7.216926881591188e-06,1.0838846320989982e-05
2.498727272727273e-05,0.0,6.364134328300665e-06,1.0842356246379351e-05
2.499545454545455e-05,0.0,5.445087468971366e-06,1.0845361701547042e-05
2.5003636363636368e-05,-0.0,4.470015753827885e-06,1.0842783152799898e-05
2.5011818181818186e-05,-0.0,3.4497141192444785e-06,1.083993693871198e-05
2.5020000000000004e-05,-0.0,2.3954161386194795e-06,1.083124385051041e-05
2.5028181818181823e-05,-0.0,1.3186634793232118e-06,1.0822484080808373e-05
2.503636363636364e-05,-0.0,2.3117328347638443e-07,1.0807810829241461e-05
2.504454545454546e-05,-0.0,-8.552949084323725e-07,1.079323225135923e-05
2.5052727272727277e-05,-0.0,-1.929071093191819e-06,1.0772874240029558e-05
2.5060909090909096e-05,-0.0,-2.9787040452558905e-06,1.0752730711191377e-05
2.5069090909090914e-05,-0.0,-3.993086371253943e-06,1.0727139561980947e-05
2.5077272727272732e-05,-0.0,-4.961573969761941e-06,1.0701841184272142e-05
2.508545454545455e-05,-0.0,-5.8740985848452145e-06,1.067161479154033e-05
2.509363636363637e-05,-0.0,-6.72127225373126e-06,1.0641719872066766e-05
2.5101818181818187e-05,-0.0,-7.4944825746632705e-06,1.0607587614671294e-05
2.5110000000000005e-05,-0.0,-8.185977859121818e-06,1.0573789637520215e-05
2.5118181818181823e-05,-0.0,-8.788941380329173e-06,1.0536593075351957e-05
2.5126363636363642e-05,-0.0,-9.297554083562494e-06,1.049970294227026e-05
2.5134545454545457e-05,-0.0,-9.70704528009208e-06,1.0460372437832895e-05
2.5142727272727275e-05,-0.0,-1.0013731003657898e-05,1.0421296360591957e-05
2.5150909090909093e-05,-0.0,-1.0215039865316402e-05,1.0380824182534214e-05
2.515909090909091e-05,-0.0,-1.0309526397862773e-05,1.0340537710663346e-05
2.516727272727273e-05,-0.0,-1.0296872032282458e-05,1.0299948285573617e-05
2.5175454545454548e-05,-0.0,-1.0177873992467084e-05,1.0259467096392638e-05
2.5183636363636366e-05,-0.0,-9.954422527968425e-06,1.021978526867574e-05
2.5191818181818184e-05,-0.0,-9.62946702662084e-06,1.0180133589474683e-05
2.5200000000000003e-05,-0.0,-9.206971659425682e-06,1.014235198883741e-05
2.520818181818182e-05,-0.0,-8.691861309100602e-06,1.0104529751006064e-05
2.521636363636364e-05,-0.0,-8.089958620036092e-06,1.006957653841019e-05
2.5224545454545457e-05,-0.0,-7.407913079140229e-06,1.0034526553450414e-05
2.5232727272727276e-05,-0.0,-6.653123092718465e-06,1.0003234978067078e-05
2.5240909090909094e-05,-0.0,-5.833652064208169e-06,9.971811636879345e-06
2.5249090909090912e-05,-0.0,-4.95813950275827e-06,9.944892969413179e-06
2.525727272727273e-05,0.0,-4.03570820496305e-06,9.917834102098893e-06
2.526545454545455e-05,0.0,-3.075868552150521e-06,9.895855486220373e-06
2.5273636363636367e-05,0.0,-2.088420953085974e-06,9.873758958304586e-06
2.5281818181818185e-05,0.0,-1.0833574365103027e-06,9.857127505158455e-06
2.5290000000000004e-05,0.0,-7.076336065210916e-08,9.840433935147232e-06
2.5298181818181822e-05,0.0,9.392798398091641e-07,9.829388076424854e-06
2.530636363636364e-05,0.0,1.9367900021927125e-06,9.818370749292498e-06
2.5314545454545458e-05,0.0,2.911976870916078e-06,9.812979412166576e-06
2.5322727272727277e-05,0.0,3.855331273538749e-06,9.807741965440255e-06
2.5330909090909095e-05,0.0,4.757710159712873e-06,9.807911528911031e-06
2.5339090909090913e-05,0.0,5.610416896240387e-06,9.808393377664581e-06
2.534727272727273e-05,0.0,6.405276283934487e-06,9.813881781777741e-06
2.535545454545455e-05,0.0,7.134703833170268e-06,9.819870704478563e-06
2.5363636363636368e-05,0.0,7.791768903361629e-06,9.830307614843497e-06
2.5371818181818186e-05,0.0,8.37025137706066e-06,9.84145844166391e-06
2.5380000000000004e-05,0.0,8.864691602483206e-06,9.856369983668712e-06
2.5388181818181823e-05,0.0,9.270433398878823e-06,9.872227939009377e-06
2.539636363636364e-05,0.0,9.583659976003343e-06,9.89106429619319e-06
2.540454545454546e-05,0.0,9.801422670404063e-06,9.911091369288855e-06
2.5412727272727277e-05,0.0,9.921662446629561e-06,9.933255563020837e-06
2.5420909090909096e-05,0.0,9.943224151633352e-06,9.956858320953767e-06
2.5429090909090914e-05,0.0,9.865863547070714e-06,9.981734655695771e-06
2.5437272727272732e-05,0.0,9.690247177825639e-06,1.0008292039416121e-05
2.544545454545455e-05,0.0,9.417945165712848e-06,1.0035272923378563e-05
2.545363636363637e-05,0.0,9.051417044143397e-06,1.0064162792821526e-05
2.5461818181818187e-05,0.0,8.593990772652276e-06,1.0092672965228568e-05
2.5470000000000005e-05,0.0,8.04983509095715e-06,1.012329647966996e-05
2.5478181818181823e-05,0.0,7.423925392727456e-06,1.01528140161052e-05
2.548636363636364e-05,0.0,6.72200332092206e-06,1.01846172197944e-05
2.549454545454546e-05,0.0,5.950530309469153e-06,1.0214690927229327e-05
2.5502727272727278e-05,-0.0,5.116635319504281e-06,1.0247183112286571e-05
2.5510909090909093e-05,-0.0,4.228057042174541e-06,1.0277446113932548e-05
2.551909090909091e-05,-0.0,3.293080865258613e-06,1.0310214730293667e-05
2.552727272727273e-05,-0.0,2.320470929341162e-06,1.0340394214254718e-05
2.5535454545454548e-05,-0.0,1.3193976321271927e-06,1.0373116236197436e-05
2.5543636363636366e-05,-0.0,2.993609762339244e-07,1.0403039403637109e-05
2.5551818181818184e-05,-0.0,-7.298898050869413e-07,1.0435489082166467e-05
2.5560000000000003e-05,-0.0,-1.7584398696079785e-06,1.0465085316326094e-05
2.556818181818182e-05,-0.0,-2.7762951190941034e-06,1.0497138253667506e-05
2.557636363636364e-05,-0.0,-3.77347072406907e-06,1.0526437555287335e-05
2.5584545454545457e-05,-0.0,-4.74008121497882e-06,1.0558071075929037e-05
2.5592727272727276e-05,-0.0,-5.666431487197763e-06,1.0587198825712293e-05
2.5600909090909094e-05,-0.0,-6.543108021392733e-06,1.0618488594147238e-05
2.5609090909090912e-05,-0.0,-7.361069578413609e-06,1.0647656659723576e-05
2.561727272727273e-05,-0.0,-8.111736590151503e-06,1.0678769469503307e-05
2.562545454545455e-05,-0.0,-8.78707843451343e-06,1.0708263708422286e-05
2.5633636363636367e-05,-0.0,-9.379697753736657e-06,1.0739446446118923e-05
2.5641818181818185e-05,-0.0,-9.882910952001292e-06,1.0769610777458364e-05
2.5650000000000003e-05,-0.0,-1.0290823993316987e-05,1.0801175679125563e-05
2.5658181818181822e-05,-0.0,-1.0598402616575881e-05,1.0832393005084589e-05
2.566636363636364e-05,-0.0,-1.08015360927007e-05,1.0864699418620229e-05
2.5674545454545458e-05,-0.0,-1.0897093668634016e-05,1.0897369810976507e-05
2.5682727272727276e-05,-0.0,-1.0882972873799885e-05,1.093080287490816e-05
2.5690909090909095e-05,-0.0,-1.0758138906925465e-05,1.0965319694010696e-05
2.5699090909090913e-05,-0.0,-1.0522654376301178e-05,1.1000266615219165e-05
2.570727272727273e-05,-0.0,-1.0177698736358782e-05,1.1036991467278722e-05
2.571545454545455e-05,-0.0,-9.725576848176531e-06,1.107381629952168e-05
2.5723636363636368e-05,-0.0,-9.16971618973592e-06,1.1113053905496928e-05
2.5731818181818186e-05,-0.0,-8.514652351270993e-06,1.1152071922762655e-05
2.5740000000000004e-05,-0.0,-7.766002570411259e-06,1.1194046141816935e-05
2.5748181818181823e-05,-0.0,-6.9304271908067814e-06,1.1235499118217068e-05
2.575636363636364e-05,0.0,-6.015579066646289e-06,1.1280331493741227e-05
2.576454545454546e-05,0.0,-5.030041082910852e-06,1.1324365294229378e-05
2.5772727272727277e-05,0.0,-3.983252114596688e-06,1.137205743262534e-05
2.5780909090909096e-05,0.0,-2.8854219038689905e-06,1.1418703248094813e-05
2.5789090909090914e-05,0.0,-1.7474354891785284e-06,1.1469124167881805e-05
2.5797272727272732e-05,0.0,-5.807479731552222e-07,1.1518284590725538e-05
2.580545454545455e-05,0.0,6.027294343619471e-07,1.1571163951317185e-05
2.581363636363637e-05,0.0,1.7907510171754666e-06,1.1622604850913717e-05
2.5821818181818187e-05,0.0,2.970864579938771e-06,1.1677532612524624e-05
2.5830000000000005e-05,0.0,4.130544559721947e-06,1.1730881373680585e-05
2.5838181818181823e-05,0.0,5.257328770801127e-06,1.1787313978107044e-05
2.584636363636364e-05,0.0,6.338957239462862e-06,1.184206423260079e-05
2.585454545454546e-05,0.0,7.363511511185112e-06,1.1899336995712645e-05
2.5862727272727278e-05,0.0,8.319552756626904e-06,1.1954859600568336e-05
2.5870909090909096e-05,0.0,9.196256967444712e-06,1.2012204650830634e-05
2.5879090909090915e-05,0.0,9.98354552076739e-06,1.206776428611465e-05
2.588727272727273e-05,0.0,1.0672209404199806e-05,1.2124333046758913e-05
2.5895454545454548e-05,0.0,1.1254025431738544e-05,1.2179109467243494e-05
2.5903636363636366e-05,0.0,1.1721862843788123e-05,1.2233998464053563e-05
2.5911818181818184e-05,0.0,1.2069778770275419e-05,1.2287111263976557e-05
2.5920000000000003e-05,0.0,1.2293101144333103e-05,1.2339389987914188e-05
2.592818181818182e-05,0.0,1.2388497785522313e-05,1.238992566478302e-05
2.593636363636364e-05,0.0,1.2354030525857279e-05,1.2438665206556409e-05
2.5944545454545457e-05,0.0,1.2189193427057718e-05,1.2485705264340706e-05
2.5952727272727276e-05,0.0,1.1894934330056393e-05,1.2530006485418378e-05
2.5960909090909094e-05,0.0,1.1473659184186197e-05,1.2572655380051169e-05
2.5969090909090912e-05,0.0,1.0929218820996325e-05,1.2611675546311894e-05
2.597727272727273e-05,0.0,1.026687806457166e-05,1.2649087433017695e-05
2.598545454545455e-05,0.0,9.493267304567483e-06,1.2682064416718206e-05
2.5993636363636367e-05,0.0,8.61631689652531e-06,1.2713467781549119e-05
2.6001818181818185e-05,-0.0,7.645174991646279e-06,1.2739741067004727e-05
2.6010000000000003e-05,-0.0,6.590109630211208e-06,1.2764460451483796e-05
2.601818181818182e-05,-0.0,5.462396155621056e-06,1.2783488352903978e-05
2.602636363636364e-05,-0.0,4.274191217332172e-06,1.2800962566614371e-05
2.6034545454545458e-05,-0.0,3.0383948287770154e-06,1.281233525890945e-05
2.6042727272727276e-05,-0.0,1.7685021276813729e-06,1.282213162412089e-05
2.6050909090909095e-05,-0.0,4.784466468540925e-07,1.2825579694027088e-05
2.6059090909090913e-05,-0.0,-8.175629605835533e-07,1.282740395222433e-05
2.606727272727273e-05,-0.0,-2.105210689087719e-06,1.2822802279106273e-05
2.607545454545455e-05,-0.0,-3.370243309024009e-06,1.2816503919060517e-05
2.6083636363636368e-05,-0.0,-4.598640670811642e-06,1.2803870849289952e-05
2.6091818181818186e-05,-0.0,-5.7767839772633325e-06,1.2789443766229418e-05
2.6100000000000004e-05,-0.0,-6.891619824210965e-06,1.2768935653483776e-05
2.6108181818181822e-05,-0.0,-7.930817849649481e-06,1.2746514117677289e-05
2.611636363636364e-05,-0.0,-8.882919904467403e-06,1.2718415368293198e-05
2.612454545454546e-05,-0.0,-9.737478761580578e-06,1.268826537671984e-05
2.6132727272727277e-05,-0.0,-1.0485184512055513e-05,1.2652974272145795e-05
2.6140909090909096e-05,-0.0,-1.1117976954146974e-05,1.2615480523112247e-05
2.6149090909090914e-05,-0.0,-1.1629142462776014e-05,1.2573491254634265e-05
2.6157272727272732e-05,-0.0,-1.2013394031899067e-05,1.2529140112554845e-05
2.616545454545455e-05,-0.0,-1.226693340838372e-05,1.2481021554293206e-05
2.617363636363637e-05,-0.0,-1.2387494479420053e-05,1.2430380473812825e-05
2.6181818181818187e-05,-0.0,-1.2374367330999355e-05,1.2376752353371658e-05
2.6190000000000005e-05,-0.0,-1.222840265785868e-05,1.2320446415587509e-05
2.6198181818181823e-05,-0.0,-1.1951996472217704e-05,1.2261953733105903e-05
2.620636363636364e-05,-0.0,-1.1549055327248319e-05,1.2200640141630442e-05
2.621454545454546e-05,-0.0,-1.1024942538615596e-05,1.2137926822538874e-05
2.6222727272727278e-05,-0.0,-1.0386406149210518e-05,1.2072268317976474e-05
2.6230909090909096e-05,-0.0,-9.641489632942863e-06,1.2005951157436676e-05
2.6239090909090915e-05,-0.0,-8.799426568274339e-06,1.1936589435941924e-05
2.6247272727272733e-05,-0.0,-7.870520727840638e-06,1.1867233508608149e-05
2.6255454545454548e-05,0.0,-6.866013225302258e-06,1.1794763867345746e-05
2.6263636363636366e-05,0.0,-5.797938532862153e-06,1.1722860620051758e-05
2.6271818181818184e-05,0.0,-4.6789713300571e-06,1.1647809078376416e-05
2.6280000000000002e-05,0.0,-3.5222662629975955e-06,1.1573758237358857e-05
2.628818181818182e-05,0.0,-2.341292780251166e-06,1.149656229447265e-05
2.629636363636364e-05,0.0,-1.149667265868616e-06,1.1420658571323788e-05
2.6304545454545457e-05,0.0,3.901528775736778e-08,1.1341652661508702e-05
2.6312727272727276e-05,0.0,1.2113478333023403e-06,1.126407806184828e-05
2.6320909090909094e-05,0.0,2.354273853650712e-06,1.1183484562470977e-05
2.6329090909090912e-05,0.0,3.4552438545581985e-06,1.1104306780839002e-05
2.633727272727273e-05,0.0,4.502363741988929e-06,1.1022233079401778e-05
2.634545454545455e-05,0.0,5.484533192149622e-06,1.0941410067404777e-05
2.6353636363636367e-05,0.0,6.391572279370247e-06,1.0857851829546458e-05
2.6361818181818185e-05,0.0,7.214334806504613e-06,1.0775242271061415e-05
2.6370000000000003e-05,0.0,7.94480698130015e-06,1.0690092698123072e-05
2.637818181818182e-05,0.0,8.57619029808442e-06,1.0605471767276404e-05
2.638636363636364e-05,0.0,9.102967715071154e-06,1.0518536235758937e-05
2.6394545454545458e-05,0.0,9.520952460370782e-06,1.0431615647449638e-05
2.6402727272727276e-05,0.0,9.827319049737314e-06,1.0342630773124917e-05
2.6410909090909095e-05,0.0,1.0020616351096968e-05,1.02530819099043e-05
2.6419090909090913e-05,0.0,1.0100762780795832e-05,1.0161737873493929e-05
2.642727272727273e-05,0.0,1.0069023961450003e-05,1.006921666525081e-05
2.643545454545455e-05,0.0,9.927973409007973e-06,9.975181506440723e-06
2.6443636363636368e-05,0.0,9.68143704418567e-06,9.879353690060673e-06
2.6451818181818186e-05,0.0,9.33442253676489e-06,9.782298204735907e-06
2.6460000000000004e-05,0.0,8.89303468608225e-06,9.682863640300686e-06
2.6468181818181822e-05,0.0,8.364378214210582e-06,9.582485600067253e-06
2.647636363636364e-05,0.0,7.756449498348309e-06,9.479200514637651e-06
2.648454545454546e-05,0.0,7.078018895232396e-06,9.375247098068533e-06
2.6492727272727277e-05,0.0,6.338505412098663e-06,9.267943329068152e-06
2.6500909090909095e-05,-0.0,5.547845554049144e-06,9.160230817287457e-06
2.6509090909090914e-05,-0.0,4.716358224666927e-06,9.048831332873572e-06
2.6517272727272732e-05,-0.0,3.8546075744643766e-06,8.937261336418327e-06
2.652545454545455e-05,-0.0,2.973265681141225e-06,8.821791567412939e-06
2.653363636363637e-05,-0.0,2.082976908674875e-06,8.706363313152557e-06
2.6541818181818187e-05,-0.0,1.1942257307839657e-06,8.586958079778936e-06
2.6550000000000005e-05,-0.0,3.1720971916739955e-07,8.467776487191191e-06
2.6558181818181823e-05,-0.0,-5.382807114375132e-07,8.344682461899903e-06
2.656636363636364e-05,-0.0,-1.3629743396442106e-06,8.221961891925379e-06
2.657454545454546e-05,-0.0,-2.148221642924934e-06,8.095535693502403e-06
2.6582727272727278e-05,-0.0,-2.886086624478943e-06,7.96959942718652e-06
2.6590909090909096e-05,-0.0,-3.5694269897605327e-06,7.8403016006917e-06
2.6599090909090915e-05,-0.0,-4.191961885997313e-06,7.711577243837783e-06
2.6607272727272733e-05,-0.0,-4.748326610327256e-06,7.579962453666529e-06
2.661545454545455e-05,-0.0,-5.234113889637786e-06,7.44897351081743e-06
2.662363636363637e-05,-0.0,-5.645901534425797e-06,7.315677308163856e-06
2.6631818181818184e-05,-0.0,-5.9812664657512086e-06,7.183031234254564e-06
2.6640000000000002e-05,-0.0,-6.238785304777468e-06,7.0487538335772605e-06
2.664818181818182e-05,-0.0,-6.418021896045344e-06,6.915126949638157e-06
2.665636363636364e-05,-0.0,-6.519502307264e-06,6.780614491852715e-06
2.6664545454545457e-05,-0.0,-6.544678008754998e-06,6.646734167972519e-06
2.6672727272727275e-05,-0.0,-6.49587808246548e-06,6.512757943679018e-06
2.6680909090909094e-05,-0.0,-6.376251440606025e-06,6.379382469443024e-06
2.6689090909090912e-05,-0.0,-6.189700144878148e-06,6.246716633137106e-06
2.669727272727273e-05,-0.0,-5.940805007939806e-06,6.114613287372697e-06
2.670545454545455e-05,-0.0,-5.634744729695826e-06,5.984011681826595e-06
2.6713636363636367e-05,-0.0,-5.277209872912155e-06,5.853933591355403e-06
2.6721818181818185e-05,-0.0,-4.874313015311881e-06,5.726106361312391e-06
2.6730000000000003e-05,-0.0,-4.432496427564546e-06,5.59876880055306e-06
2.673818181818182e-05,-0.0,-3.958438617566425e-06,5.47435955996605e-06
2.674636363636364e-05,-0.0,-3.4589610518113844e-06,5.350416499876193e-06
2.6754545454545458e-05,0.0,-2.9409363167715175e-06,5.229980988029915e-06
2.6762727272727276e-05,0.0,-2.411198919751364e-06,5.110002880164073e-06
2.6770909090909095e-05,0.0,-1.876459851378519e-06,4.993990156698562e-06
2.6779090909090913e-05,0.0,-1.3432259412364332e-06,4.878444047665332e-06
2.678727272727273e-05,0.0,-8.177249344705853e-07,4.7671813184358925e-06
2.679545454545455e-05,0.0,-3.0583710208027184e-07,4.656414478647569e-06
2.6803636363636368e-05,0.0,1.869659258081387e-07,4.550096679853486e-06
2.6811818181818186e-05,0.0,6.556745424486097e-07,4.44432499074546e-06
2.6820000000000004e-05,0.0,1.0957863315561934e-06,4.34301017813391e-06
2.6828181818181822e-05,0.0,1.5033427186209368e-06,4.242312397235856e-06
2.683636363636364e-05,0.0,1.8749569373305656e-06,4.145923684405339e-06
2.684454545454546e-05,0.0,2.20783327225987e-06,4.050242377700232e-06
2.6852727272727277e-05,0.0,2.499777665650258e-06,3.958576726929556e-06
2.6860909090909095e-05,0.0,2.7491998958899974e-06,3.867726221340827e-06
2.6869090909090914e-05,0.0,2.9551076458589295e-06,3.7804698749264853e-06
2.6877272727272732e-05,0.0,3.1170928799303512e-06,3.69415102036735e-06
2.688545454545455e-05,0.0,3.235311039441655e-06,3.6109007332216474e-06
2.689363636363637e-05,0.0,3.310453647752212e-06,3.5287215806894998e-06
2.6901818181818187e-05,0.0,3.3437149862683466e-06,3.4490101977301407e-06
2.6910000000000005e-05,0.0,3.336753560029234e-06,3.370511106597662e-06
2.6918181818181823e-05,0.0,3.2916491143353683e-06,3.293835630660927e-06
2.692636363636364e-05,0.0,3.210855992791693e-06,3.2185169451516203e-06
2.693454545454546e-05,0.0,3.0971536435065387e-06,3.1443670651167192e-06
2.6942727272727278e-05,0.0,2.9535950853057012e-06,3.071717315281515e-06
2.6950909090909096e-05,0.0,2.7834541398044605e-06,2.9996023991156864e-06
2.6959090909090914e-05,0.0,2.5901722173372916e-06,2.929125045727368e-06
2.6967272727272733e-05,0.0,2.3773054148538e-06,2.8585979022532466e-06
2.697545454545455e-05,0.0,2.148472643152001e-06,2.7898349930669242e-06
2.698363636363637e-05,0.0,1.9073054515574177e-06,2.7205112131822903e-06
2.6991818181818188e-05,0.0,1.6574001625320396e-06,2.653062807496442e-06
2.7000000000000002e-05,-0.0,1.4022728676898343e-06,2.584635017181423e-06
2.700818181818182e-05,-0.0,1.1453177702954355e-06,2.518173726004414e-06
2.701636363636364e-05,-0.0,8.897692877349838e-07,2.4504205711925726e-06
2.7024545454545457e-05,-0.0,6.386682521117128e-07,2.38470105958377e-06
2.7032727272727275e-05,-0.0,3.9483247052811367e-07,2.3174912060974697e-06
2.7040909090909094e-05,-0.0,1.608318310947076e-07,2.252354944037066e-06
2.7049090909090912e-05,-0.0,-6.103193269885888e-08,2.1856466904884136e-06
2.705727272727273e-05,-0.0,-2.687407780494811e-07,2.121022501382372e-06
2.706545454545455e-05,-0.0,-4.605712177713715e-07,2.054859745490471e-06
2.7073636363636367e-05,-0.0,-6.351006093923748e-07,1.9907608524839615e-06
2.7081818181818185e-05,-0.0,-7.912090257946162e-07,1.9252662415024407e-06
2.7090000000000003e-05,-0.0,-9.280769201304636e-07,1.8617846170625078e-06
2.709818181818182e-05,-0.0,-1.0451788457599766e-06,1.7971507275238674e-06
2.710636363636364e-05,-0.0,-1.142273533416586e-06,1.7344495422144298e-06
2.7114545454545458e-05,-0.0,-1.2193906637314212e-06,1.6709288315462018e-06
2.7122727272727276e-05,-0.0,-1.2768147035996645e-06,1.6092336914861206e-06
2.7130909090909094e-05,-0.0,-1.3150661983911733e-06,1.547127835850763e-06
2.7139090909090913e-05,-0.0,-1.334880927314288e-06,1.486717423281257e-06
2.714727272727273e-05,-0.0,-1.3371873361931e-06,1.426366565634923e-06
2.715545454545455e-05,-0.0,-1.3230826618939488e-06,1.3675631896599757e-06
2.7163636363636368e-05,-0.0,-1.2938081574691051e-06,1.3093354428538026e-06
2.7171818181818186e-05,-0.0,-1.2507238176335953e-06,1.2524957990323287e-06
2.7180000000000004e-05,-0.0,-1.1952829899047746e-06,1.1967771034788391e-06
2.7188181818181822e-05,-0.0,-1.1290072366209928e-06,1.142283303261053e-06
